OrderID,AddressID,CustomerID,EmployeeID,OrderStatusID,OrderDate,RequiredDate,ShipDate
260,50,50,18,3,2020-08-15,2020-08-28,2020-08-28
261,51,51,9,1,2020-09-29,2020-10-12,2020-10-12
262,52,52,2,1,2020-02-14,2020-02-24,2020-02-21
263,53,53,3,1,2020-03-05,2020-03-19,2020-03-07
264,54,54,12,2,2020-03-05,2020-03-16,2020-03-14
265,55,55,4,3,2020-07-09,2020-07-17,2020-07-14
266,56,56,18,2,2020-02-10,2020-02-18,2020-02-13
267,57,57,19,2,2020-02-13,2020-02-23,2020-02-11
268,58,58,20,2,2020-10-09,2020-10-23,2020-10-23
269,59,59,1,3,2020-08-12,2020-08-23,2020-08-22
270,60,60,17,3,2020-10-12,2020-10-23,2020-10-19
271,61,61,2,2,2020-01-19,2020-01-29,2020-01-23
272,62,62,1,3,2020-10-29,2020-11-12,2020-11-08
273,63,63,7,1,2020-06-14,2020-06-22,2020-06-21
274,64,64,2,2,2020-10-18,2020-10-27,2020-10-26
275,65,65,16,3,2020-03-06,2020-03-14,2020-03-13
276,66,66,1,2,2020-09-06,2020-09-13,2020-09-09
277,67,67,4,2,2020-06-12,2020-06-25,2020-06-15
278,68,68,1,2,2020-02-22,2020-03-03,2020-02-25
279,69,69,19,3,2020-07-26,2020-08-07,2020-07-24
280,70,70,17,3,2020-03-12,2020-03-20,2020-03-10
281,71,71,13,3,2020-02-18,2020-02-23,2020-02-25
282,72,72,18,1,2020-08-18,2020-08-29,2020-08-24
283,73,73,17,2,2020-09-08,2020-09-18,2020-09-15
284,74,74,6,3,2020-09-17,2020-09-25,2020-09-24
285,75,75,1,2,2020-02-02,2020-02-11,2020-02-11
286,76,76,18,1,2020-07-07,2020-07-19,2020-07-06
287,77,77,10,2,2020-06-30,2020-07-10,2020-07-09
288,78,78,6,2,2020-02-08,2020-02-20,2020-02-17
289,79,79,8,1,2020-09-15,2020-09-29,2020-09-15
290,80,80,17,3,2020-03-11,2020-03-19,2020-03-18
291,81,81,16,3,2020-06-01,2020-06-16,2020-06-05
292,82,82,20,3,2020-05-01,2020-05-08,2020-05-08
293,83,83,10,1,2020-05-28,2020-06-11,2020-06-03
294,84,84,19,1,2020-07-29,2020-08-08,2020-08-04
295,85,85,15,1,2020-11-08,2020-11-17,2020-11-11
296,86,86,6,2,2020-09-25,2020-10-07,2020-10-03
297,87,87,19,2,2020-09-14,2020-09-23,2020-09-25
298,88,88,8,3,2020-10-04,2020-10-15,2020-10-10
299,89,89,9,3,2020-03-28,2020-04-08,2020-03-30
300,90,90,16,3,2020-06-24,2020-07-02,2020-07-01
301,91,91,20,1,2020-06-06,2020-06-18,2020-06-10
302,92,92,16,2,2020-02-10,2020-02-21,2020-02-20
303,93,93,17,2,2020-04-22,2020-04-30,2020-04-24
304,94,94,10,1,2020-11-26,2020-12-08,2020-12-06
305,95,95,20,2,2020-01-08,2020-01-20,2020-01-20
306,96,96,8,3,2020-05-04,2020-05-13,2020-05-06
307,97,97,20,3,2020-07-21,2020-08-03,2020-07-28
308,98,98,19,1,2020-05-10,2020-05-20,2020-05-12
309,99,99,8,1,2020-01-20,2020-02-01,2020-01-22
310,100,100,9,2,2020-11-24,2020-12-05,2020-11-27
311,101,1,2,2,2020-09-22,2020-10-05,2020-09-30
312,102,2,7,3,2020-06-02,2020-06-16,2020-06-14
313,103,3,1,3,2020-06-15,2020-06-29,2020-06-27
314,104,4,13,2,2020-07-26,2020-08-07,2020-08-04
315,105,5,16,1,2020-09-27,2020-10-09,2020-09-25
316,1,1,1,1,2020-05-10,2020-05-23,2020-05-17
317,2,2,18,1,2020-10-02,2020-10-12,2020-10-02
318,3,3,19,1,2020-04-30,2020-05-11,2020-04-24
319,4,4,11,2,2020-12-01,2020-12-08,2020-12-05
320,5,5,10,3,2020-04-16,2020-04-25,2020-04-18
321,6,6,1,1,2020-03-20,2020-03-31,2020-03-24
322,7,7,6,3,2020-11-08,2020-11-22,2020-11-13
323,8,8,18,2,2020-08-29,2020-09-05,2020-09-04
324,9,9,2,1,2020-03-09,2020-03-20,2020-03-16
325,10,10,5,2,2020-03-13,2020-03-25,2020-03-22
326,11,11,9,2,2020-06-30,2020-07-09,2020-06-30
327,12,12,17,2,2020-01-08,2020-01-16,2020-01-07
328,13,13,13,1,2020-02-02,2020-02-12,2020-02-07
329,14,14,19,1,2020-07-24,2020-08-06,2020-07-29
330,15,15,12,1,2020-10-14,2020-10-23,2020-10-19
331,16,16,1,3,2020-04-19,2020-04-28,2020-04-26
332,17,17,19,2,2020-06-04,2020-06-15,2020-06-08
333,18,18,10,2,2020-11-30,2020-12-12,2020-12-07
334,19,19,18,1,2020-09-19,2020-09-27,2020-09-26
335,20,20,18,2,2020-05-05,2020-05-16,2020-05-03
336,21,21,12,1,2020-09-25,2020-10-04,2020-10-02
337,22,22,15,2,2020-01-29,2020-02-06,2020-02-11
338,23,23,1,3,2020-07-16,2020-07-30,2020-07-29
339,24,24,13,1,2020-03-20,2020-03-29,2020-04-01
340,25,25,7,3,2020-08-26,2020-09-04,2020-08-31
341,26,26,10,2,2020-04-22,2020-05-03,2020-04-27
342,27,27,18,2,2020-01-08,2020-01-16,2020-01-13
343,28,28,8,3,2020-06-23,2020-07-02,2020-06-21
344,29,29,3,2,2020-04-29,2020-05-06,2020-05-07
345,30,30,17,1,2020-07-05,2020-07-15,2020-07-11
346,31,31,19,2,2020-09-27,2020-10-05,2020-10-10
347,32,32,2,2,2020-04-16,2020-04-23,2020-04-17
348,33,33,5,2,2020-01-14,2020-01-21,2020-01-18
349,34,34,16,3,2020-06-11,2020-06-17,2020-06-23
350,35,35,16,2,2020-06-15,2020-06-21,2020-06-23
351,36,36,13,2,2020-11-04,2020-11-13,2020-11-08
352,37,37,12,1,2020-11-01,2020-11-08,2020-11-10
353,38,38,9,3,2020-04-06,2020-04-11,2020-04-13
354,39,39,1,3,2020-05-29,2020-06-09,2020-06-04
355,40,40,17,3,2020-08-21,2020-08-30,2020-08-28
356,41,41,7,3,2020-08-25,2020-09-03,2020-08-31
357,42,42,2,2,2020-11-01,2020-11-14,2020-11-10
358,43,43,13,3,2020-05-16,2020-05-27,2020-05-23
359,44,44,10,2,2020-05-17,2020-05-25,2020-05-21
360,45,45,2,3,2020-06-28,2020-07-07,2020-07-02
361,46,46,4,2,2020-05-23,2020-06-02,2020-05-30
362,47,47,19,3,2020-07-29,2020-08-07,2020-08-08
363,48,48,11,2,2020-08-19,2020-08-31,2020-08-22
364,49,49,16,2,2020-08-07,2020-08-14,2020-08-05
365,50,50,18,1,2020-02-12,2020-02-20,2020-02-19
366,51,51,3,2,2020-04-30,2020-05-08,2020-05-05
367,52,52,10,1,2020-05-02,2020-05-13,2020-05-12
368,53,53,6,2,2020-02-27,2020-03-07,2020-02-27
369,54,54,3,1,2020-04-19,2020-05-02,2020-04-22
370,55,55,8,2,2020-04-09,2020-04-18,2020-04-13
371,56,56,20,3,2020-01-15,2020-01-26,2020-01-24
372,57,57,1,2,2020-10-17,2020-10-28,2020-10-20
373,58,58,1,1,2020-04-15,2020-04-23,2020-04-13
374,59,59,2,3,2020-03-26,2020-04-07,2020-04-02
375,60,60,9,3,2020-11-27,2020-12-08,2020-11-26
376,61,61,6,1,2020-11-05,2020-11-15,2020-11-13
377,62,62,18,3,2020-03-03,2020-03-15,2020-03-04
378,63,63,11,1,2020-04-22,2020-05-03,2020-04-23
379,64,64,7,3,2020-08-05,2020-08-15,2020-08-07
380,65,65,11,3,2020-10-05,2020-10-13,2020-10-06
381,66,66,14,2,2020-04-08,2020-04-20,2020-04-12
382,67,67,19,2,2020-11-10,2020-11-19,2020-11-18
383,68,68,4,3,2020-04-04,2020-04-15,2020-04-08
384,69,69,17,2,2020-01-29,2020-02-10,2020-01-27
385,70,70,8,2,2020-06-19,2020-06-25,2020-06-22
386,71,71,17,1,2020-11-14,2020-11-21,2020-11-18
387,72,72,9,2,2020-09-15,2020-09-23,2020-09-17
388,73,73,3,2,2020-09-18,2020-09-27,2020-10-01
389,74,74,6,1,2020-07-13,2020-07-22,2020-07-20
390,75,75,19,2,2020-05-22,2020-05-31,2020-05-22
391,76,76,1,2,2020-09-29,2020-10-07,2020-10-08
392,77,77,8,2,2020-07-27,2020-08-08,2020-07-30
393,78,78,7,3,2020-07-28,2020-08-09,2020-08-06
394,79,79,3,3,2020-09-15,2020-09-27,2020-09-19
395,80,80,19,2,2020-07-28,2020-08-07,2020-08-01
396,81,81,16,3,2020-04-22,2020-04-29,2020-04-28
397,82,82,1,1,2020-03-20,2020-04-01,2020-03-25
398,83,83,18,3,2020-05-15,2020-05-23,2020-05-20
399,84,84,8,1,2020-03-11,2020-03-21,2020-03-15
400,85,85,3,2,2020-02-19,2020-03-01,2020-02-25
401,86,86,1,1,2020-09-23,2020-10-04,2020-09-27
402,87,87,7,1,2020-06-03,2020-06-13,2020-06-11
403,88,88,11,3,2020-09-15,2020-09-25,2020-09-26
404,89,89,12,3,2020-05-19,2020-05-29,2020-05-25
405,90,90,7,3,2020-06-01,2020-06-15,2020-06-09
406,91,91,17,1,2020-02-14,2020-02-26,2020-02-13
407,92,92,15,2,2020-03-25,2020-04-06,2020-04-10
408,93,93,19,2,2020-05-30,2020-06-12,2020-06-09
409,94,94,19,3,2020-10-11,2020-10-21,2020-10-10
410,95,95,6,2,2020-10-03,2020-10-12,2020-10-17
411,96,96,16,3,2020-06-25,2020-07-04,2020-07-03
412,97,97,17,2,2020-06-06,2020-06-17,2020-06-16
413,98,98,3,3,2020-06-30,2020-07-06,2020-07-03
414,99,99,6,2,2020-07-05,2020-07-15,2020-07-12
415,100,100,5,2,2020-03-29,2020-04-09,2020-04-05
416,101,1,3,1,2020-05-14,2020-05-24,2020-05-20
417,102,2,1,2,2020-01-16,2020-01-27,2020-01-16
418,103,3,14,1,2020-07-19,2020-07-30,2020-07-24
419,104,4,17,1,2020-08-02,2020-08-13,2020-08-07
420,105,5,17,1,2020-05-08,2020-05-22,2020-05-13
421,1,1,15,3,2020-08-03,2020-08-14,2020-08-10
422,2,2,20,1,2020-01-15,2020-01-24,2020-01-22
423,3,3,13,2,2020-05-17,2020-05-29,2020-05-23
424,4,4,9,3,2020-02-28,2020-03-07,2020-03-01
425,5,5,18,1,2020-03-04,2020-03-15,2020-03-08
426,6,6,7,2,2020-06-03,2020-06-17,2020-06-09
427,7,7,20,2,2020-01-28,2020-02-06,2020-02-01
428,8,8,19,3,2020-02-14,2020-02-21,2020-02-23
429,9,9,6,2,2020-09-12,2020-09-24,2020-09-18
430,10,10,16,1,2020-02-18,2020-02-26,2020-02-20
431,11,11,9,2,2020-05-31,2020-06-12,2020-06-13
432,12,12,1,2,2020-08-09,2020-08-19,2020-08-13
433,13,13,17,2,2020-10-14,2020-10-24,2020-10-15
434,14,14,12,1,2020-09-10,2020-09-19,2020-09-06
435,15,15,6,3,2020-01-11,2020-01-24,2020-01-20
436,16,16,7,1,2020-02-18,2020-02-25,2020-02-18
437,17,17,7,2,2020-05-18,2020-05-29,2020-05-26
438,18,18,7,3,2020-05-04,2020-05-16,2020-05-11
439,19,19,8,3,2020-11-25,2020-12-07,2020-11-25
440,20,20,5,1,2020-10-05,2020-10-15,2020-10-20
441,21,21,9,3,2020-08-19,2020-09-02,2020-08-16
442,22,22,10,1,2020-04-17,2020-04-25,2020-04-22
443,23,23,6,3,2020-04-28,2020-05-06,2020-05-06
444,24,24,12,3,2020-08-24,2020-09-03,2020-08-28
445,25,25,1,1,2020-11-04,2020-11-18,2020-11-03
446,26,26,4,3,2020-07-14,2020-07-23,2020-07-24
447,27,27,17,1,2020-11-23,2020-12-02,2020-11-22
448,28,28,19,2,2020-09-03,2020-09-12,2020-09-12
