Make_id,Make_name,Make_Desc,Make_guid,Product_Make_id,Product_Model_id,Product_Model_Name,Model_Desc,Model_guid,Price
7,BMW,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",0facb56f-0656-479c-b06b-9436269cfe1c,7,27,Silverado 3500,Phasellus sit amet erat. Nulla tempus.,35442d77-9842-464e-b70d-0c1177b5c045,43000
8,Dodge,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",06e57452-7adc-415e-828b-248861857f74,8,28,Envoy,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,5cc314e0-3da4-4a28-bf16-d866c644464e,40000
9,Chrysler,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,37673166-d3a1-4490-8df7-66890273124e,9,29,I,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",506d7661-5c3f-4ad2-a80a-e0636adf9ff8,69000
10,Cadillac,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",a5c5272c-3fd5-44ca-8315-0b11c4d94363,10,30,Camry,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1f891640-044d-4331-9e94-4f4ff4928093,33000
1,Lincoln,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",844ce822-2aec-4b92-ac65-515224463218,1,31,SJ,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,033e8e5c-5800-444e-8e59-f4ea5e4d15ff,39000
2,Ford,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",983bbf3b-1137-40e6-975e-c1fed95dc8fe,2,32,S60,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",72c4c505-3599-4088-998a-e3cdd988df66,50000
3,Audi,Nunc rhoncus dui vel sem. Sed sagittis. Morbi porttitor lorem id ligula.,f2c3956f-6e43-474e-acfe-1ba9a50b1636,3,33,Mark VIII,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,8db6fa51-0a72-4dfe-930c-f51e0ebf7c16,80000
4,Volkswagen,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,e6cd8a2f-ba48-4714-9fe6-eb435c1f61aa,4,34,Freelander,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,afb1d8cd-15d2-442f-83df-c0302b8b5e73,60000
5,Chevrolet,Integer ac leo. Pellentesque ultrices mattis odio. ,853444b2-5e32-4017-bb0b-a51d6a66e89b,5,35,Spectra,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",ede64bc9-e5f0-4a45-ae2d-fb704bd679dc,27000
6,Maserati,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",63ce271d-ba3e-4bd4-9d44-7a37770f7095,6,36,Sonata,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",10f99e8b-96dd-4417-93a1-2a89a2271e91,22000
7,BMW,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",e83efaab-e590-43ee-af31-e63cf33e2a01,7,37,HHR,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",4268399f-95bf-4bc4-b64c-a1415d511e98,52000
8,Dodge,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2f2f6587-b5ca-4971-a9c4-2a46591e446e,8,38,Jetta,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,a59c1400-cd79-4860-a7c7-047bdb9eaa07,73000
9,Chrysler,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,e9f98c43-c4ed-4420-b3f5-b24f21fbe35e,9,39,H1,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",b84c3632-e51a-497b-a359-851743736885,90000
10,Cadillac,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1b86720a-f7c4-4d7a-89fc-15b19b9e215e,10,40,MX-5,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",1af578ee-6ae8-44b5-8701-f2a2296e5436,52000
1,Lincoln,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",f758ff52-a5d9-4ab6-9323-dc03a4850be9,1,41,LeSabre,Nulla nisl. Nunc nisl.,7325215c-d25c-4d20-9304-a44ce998fa16,95000
2,Ford,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",56298aa5-22b4-48d4-980b-4259773f6c33,2,42,A4,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,ba96b016-f84c-4ff4-a3fa-272fb76583c3,66000
3,Audi,Nunc rhoncus dui vel sem. Sed sagittis. Morbi porttitor lorem id ligula.,c9d11958-5ab2-4da5-9e4c-a19ca882ca44,3,43,Bonneville,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,addcdc95-bb09-4dc7-a797-be75d86d5dc5,94000
4,Volkswagen,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,9bb83bcd-61e9-470b-9f2a-002792cb2025,4,44,Mazda6,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",6088a146-02d6-4bc5-b482-788a88212cf4,66000
5,Chevrolet,Integer ac leo. Pellentesque ultrices mattis odio. ,f854019e-71cb-45fb-bba8-584c1e856919,5,45,Celica,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,bec58432-b85c-403c-ae36-e65de58572a6,87000
6,Maserati,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",2916ee71-336c-4808-8d7b-be3b4f90d0d5,6,46,TSX,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,fc89a56e-a902-434f-b8e0-f87b30e23134,41000
7,BMW,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",eb6feafa-ac4a-4cf1-aeb6-fe4cd1a4dbb3,7,47,LeMans,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,622ebe4c-7354-4522-8e1b-523570742fe8,59000
8,Dodge,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",0ccdd185-b0f3-49bf-afb2-427ab645f967,8,48,Avalon,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",7172bbd7-87e8-4569-8efa-b165a49c6683,84000
9,Chrysler,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,8fff2088-c65a-4046-af74-405ddfb9c5a1,9,49,Miata MX-5,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,4e714c65-e4b3-4e38-b509-e40cb07d4ad9,48000
10,Cadillac,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",535af2b5-2158-4fc5-8465-76b518c5f364,10,50,Sundance,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",b977af5a-5aa0-40c7-8f2f-768e58a58b0d,91000
1,Lincoln,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",7ea35d7c-5a20-4531-8ad9-22dfff6f4999,1,51,Ram Van B150,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",5b175418-7a41-461f-b32c-f642b9fb9d7c,71000
2,Ford,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",9769af04-751d-4b1a-b1b8-da84cad1c04e,2,52,Thunderbird,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",1c435466-7eb7-4d88-920c-a61f246e07fa,82000
3,Audi,Nunc rhoncus dui vel sem. Sed sagittis. Morbi porttitor lorem id ligula.,84fc6200-2645-46ca-8349-0f036eab013f,3,53,911,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,b6f3b84a-9d7c-4e50-9c1e-5a24815128e5,48000
4,Volkswagen,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,9d896ff7-9cf1-4d9e-b9ba-3c60aeeed8e5,4,54,Crossfire,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",2f65ee02-6681-46de-930c-6db00c88208b,97000
5,Chevrolet,Integer ac leo. Pellentesque ultrices mattis odio. ,d5c7a12e-3971-446c-9422-04339ed12211,5,55,Galant,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,3bbe1dbd-d623-4312-a1aa-1f89f3957776,78000
6,Maserati,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",dfd0b7d3-30f8-4849-80f7-8c2a06b3a88d,6,56,Equinox,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",6def992c-8a36-4b77-a365-37ab3ac119ac,44000
7,BMW,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",8a75859d-e5a1-4ea2-a4f8-33722835fb3d,7,57,3500,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",23836854-d646-4cf4-8401-29e052c6f00e,67000
8,Dodge,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1f895daa-ff89-4d40-b580-6d567b893bfa,8,58,Bravada,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",27e89e97-286f-4aed-9e36-0b344a8db33f,54000
9,Chrysler,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,61423ccc-51d3-4ce1-96ba-b4d6e919fde5,9,59,F-Series,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,c8abf131-d991-4152-9852-05a9def16f66,99000
10,Cadillac,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2cd91428-f66e-4b09-a66c-c6e1801da2c5,10,60,Spirit,Etiam faucibus cursus urna. Ut tellus.,d44e80d7-eb93-4e2e-b2b6-4667e33af2b7,46000
1,Lincoln,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",64f607d0-2fb1-434e-b9bc-bdd7c6aff43e,1,61,Millenia,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",d87cde25-8914-47ee-9157-16b52904c47f,79000
2,Ford,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",8a92fd88-7147-480a-acbf-840d52c9d7b4,2,62,Boxster,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,67dcf450-5759-4a48-8215-96241fe06d65,71000
3,Audi,Nunc rhoncus dui vel sem. Sed sagittis. Morbi porttitor lorem id ligula.,68c91894-92de-4730-aa9b-c6c48ac9a19c,3,63,Monte Carlo,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",6d7b853d-9f17-4c81-8c91-a2c81717864b,70000
4,Volkswagen,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,f52d3106-fa98-487c-8b58-7bcb8885a97a,4,64,F-Series,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,42c8d667-db6b-4472-96c0-414879a3ffec,69000
5,Chevrolet,Integer ac leo. Pellentesque ultrices mattis odio. ,8bf2787d-0459-4a2e-9afd-ef991298f2ef,5,65,S-Class,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",47bec1a8-2c0c-4ee8-99f8-40040ad8a59f,95000
6,Maserati,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",d416da85-f3f6-401f-beb6-ecf672f31187,6,66,Discovery,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",6a9dd8d4-77cf-43f6-af24-60a2ff239772,39000
7,BMW,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",607dce22-dbc5-4f77-824a-689064a2db46,7,67,W201,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,67f5f67e-d2ac-4e9d-999c-2c8789f92786,84000
8,Dodge,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",b85c1c21-43e9-4cf6-84ec-8d761ba73ec7,8,68,Solara,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,40cc36fc-fc70-4b97-9100-f0ffff4bc681,53000
9,Chrysler,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,c059b255-e2a4-46ed-a05c-95865026128b,9,69,6000,Suspendisse accumsan tortor quis turpis. Sed ante.,dee8ea44-79ff-4c0d-a66b-7e64ca47a6d2,93000
10,Cadillac,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1ae05113-da0e-4597-a9f4-ce1118381efc,10,70,H3,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",b9afa3e2-c3d6-498b-bf3d-e29d72b499ec,38000
1,Lincoln,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",4f978908-6b1f-4fa7-9c8a-44389760cec3,1,71,Continental,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",5ccc540a-4d49-4a82-9d37-caea4393d22c,86000
2,Ford,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",572701c6-bca8-4f3c-a1a7-da6b0ecd7c26,2,72,Outlander,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,2870810e-a991-46b3-99b4-27d22136899e,89000
3,Audi,Nunc rhoncus dui vel sem. Sed sagittis. Morbi porttitor lorem id ligula.,58e3a106-4b84-4bab-b3ee-062e8cc61be4,3,73,960,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",e0d6b8db-e9f3-4342-8e76-049c95f57468,97000
4,Volkswagen,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,b2232fc6-e682-4ee0-8f89-8bd4e96ff081,4,74,Edge,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,14244313-54fe-46b9-85aa-a9366b53523d,24000
5,Chevrolet,Integer ac leo. Pellentesque ultrices mattis odio. ,a0c7a653-10be-4592-be09-3c7356afb306,5,75,Tribeca,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",475f96db-ec0d-4040-9f4b-4c4de16a8799,88000
6,Maserati,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",5a8318ae-b433-45f7-9d5e-df2e478314fd,6,76,V40,Duis mattis egestas metus. Aenean fermentum.,d5163fba-7d3b-4d3f-876a-cfb7a2341f47,11000
