WarehouseID,ProductID,UnitPrice,Quantity,StartVersion,EndVersion
114,114,801208.98,241,10000,999999999
115,115,266560.68,697,10000,999999999
116,116,790533.57,860,10000,999999999
117,117,668182.97,503,10000,999999999
118,118,643978.92,343,10000,999999999
119,119,456966.17,913,10000,999999999
120,120,660907.35,33,10000,999999999
121,121,133697.07,354,10000,999999999
122,122,501837.84,222,10000,999999999
123,123,853768.26,937,10000,999999999
124,124,695792.44,908,10000,999999999
125,125,924721.45,183,10000,999999999
126,126,777145.31,908,10000,999999999
127,127,632539.32,55,10000,999999999
128,128,166611.66,880,10000,999999999
129,129,770462.95,246,10000,999999999
130,130,671341.95,597,10000,999999999
131,131,900974.94,688,10000,999999999
132,132,742107.55,628,10000,999999999
133,133,714766.02,256,10000,999999999
134,134,275812.94,361,10000,999999999
135,135,239612.03,995,10000,999999999
136,136,767995.51,173,10000,999999999
137,137,213637.28,551,10000,999999999
138,138,136390.78,706,10000,999999999
139,139,754052.88,590,10000,999999999
140,140,986878.64,301,10000,999999999
141,141,234290.07,116,10000,999999999
142,142,286457.95,385,10000,999999999
143,143,303289.86,916,10000,999999999
144,144,723657.03,840,10000,999999999
145,145,945503.69,191,10000,999999999
146,146,204281.45,383,10000,999999999
147,147,476239.93,388,10000,999999999
148,148,187989.34,815,10000,999999999
149,149,114215.85,993,10000,999999999
150,150,673548.55,401,10000,999999999
151,151,882451.38,701,10000,999999999
152,152,713596.30,333,10000,999999999
153,153,752477.00,988,10000,999999999
154,154,532927.22,624,10000,999999999
155,155,337854.91,800,10000,999999999
156,156,528128.29,738,10000,999999999
157,157,521240.34,967,10000,999999999
158,158,259301.73,293,10000,999999999
159,159,957821.78,616,10000,999999999
160,160,848356.50,665,10000,999999999
161,161,870128.29,161,10000,999999999
162,162,313256.82,373,10000,999999999
163,163,103434.81,776,10000,999999999
164,164,204583.33,841,10000,999999999
165,165,570464.37,739,10000,999999999
166,166,262513.45,208,10000,999999999
167,167,263694.70,560,10000,999999999
168,168,679724.99,997,10000,999999999
169,169,732380.63,120,10000,999999999
170,170,210304.80,414,10000,999999999
171,171,586926.99,298,10000,999999999
172,172,348776.75,932,10000,999999999
173,173,610062.23,172,10000,999999999
174,174,737131.46,112,10000,999999999
175,175,761211.73,548,10000,999999999
176,176,416453.39,920,10000,999999999
177,177,904366.98,743,10000,999999999
178,178,505697.44,153,10000,999999999
179,179,916690.07,28,10000,999999999
180,180,349225.81,56,10000,999999999
181,181,770812.63,729,10000,999999999
182,182,138874.27,215,10000,999999999
183,183,926074.81,370,10000,999999999
184,184,637104.74,518,10000,999999999
185,185,272307.81,456,10000,999999999
186,186,104621.21,367,10000,999999999
187,187,543358.10,221,10000,999999999
188,188,733296.91,537,10000,999999999
189,189,964943.51,267,10000,999999999
190,190,739442.95,488,10000,999999999
191,191,593771.42,210,10000,999999999
192,192,715269.10,78,10000,999999999
193,193,575116.24,493,10000,999999999
194,194,296793.17,177,10000,999999999
195,195,125445.30,569,10000,999999999
196,196,109891.65,366,10000,999999999
197,197,796942.32,87,10000,999999999
198,198,812496.06,778,10000,999999999
199,199,740815.30,227,10000,999999999
200,200,889426.86,948,10000,999999999
